risk_id,project_id,reporting_date,title,owner_id,probability,impact,status,opened_date,due_date,mitigation,mitigation_status
P11-RK3,P11,2026-08-24,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-08-31,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-08-31,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-08-31,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-09-07,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-09-07,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-09-07,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-09-14,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-09-14,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-09-14,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-09-21,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-09-21,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-09-21,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-07-06,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-07-06,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-07-06,Handover knowledge gap,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-07-13,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-07-13,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-07-13,Handover knowledge gap,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-07-20,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-07-20,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-07-20,Handover knowledge gap,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-07-27,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-07-27,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-07-27,Handover knowledge gap,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-08-03,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-08-03,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-08-03,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-08-10,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-08-10,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-08-10,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-08-17,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-08-17,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-08-17,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-08-24,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-08-24,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-08-24,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-08-31,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-08-31,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-08-31,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-09-07,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-09-07,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-09-07,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-09-14,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-09-14,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-09-14,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK1,P12,2026-09-21,Supplier / control readiness,PM03,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P12-RK2,P12,2026-09-21,Review capacity uncertainty,PM03,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P12-RK3,P12,2026-09-21,Handover knowledge gap,PM03,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-07-06,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-07-06,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-07-06,Handover knowledge gap,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-07-13,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-07-13,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-07-13,Handover knowledge gap,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-07-20,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-07-20,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-07-20,Handover knowledge gap,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-07-27,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-07-27,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-07-27,Handover knowledge gap,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-08-03,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-08-03,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-08-03,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-08-10,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-08-10,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-08-10,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-08-17,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-08-17,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-08-17,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-08-24,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-08-24,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-08-24,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-08-31,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-08-31,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-08-31,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-09-07,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-09-07,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-09-07,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-09-14,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-09-14,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-09-14,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK1,P13,2026-09-21,Supplier / control readiness,PM04,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P13-RK2,P13,2026-09-21,Review capacity uncertainty,PM04,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P13-RK3,P13,2026-09-21,Handover knowledge gap,PM04,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-07-06,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-07-06,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-07-06,Handover knowledge gap,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-07-13,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-07-13,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-07-13,Handover knowledge gap,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-07-20,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-07-20,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-07-20,Handover knowledge gap,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-07-27,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-07-27,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-07-27,Handover knowledge gap,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-08-03,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-08-03,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-08-03,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-08-10,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-08-10,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-08-10,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-08-17,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-08-17,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-08-17,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-08-24,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-08-24,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-08-24,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-08-31,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-08-31,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-08-31,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-09-07,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-09-07,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-09-07,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-09-14,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-09-14,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-09-14,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK1,P14,2026-09-21,Supplier / control readiness,PM05,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P14-RK2,P14,2026-09-21,Review capacity uncertainty,PM05,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P14-RK3,P14,2026-09-21,Handover knowledge gap,PM05,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-07-06,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-07-06,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-07-06,Handover knowledge gap,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-07-13,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-07-13,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-07-13,Handover knowledge gap,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-07-20,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-07-20,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-07-20,Handover knowledge gap,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-07-27,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-07-27,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-07-27,Handover knowledge gap,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-08-03,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-08-03,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-08-03,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-08-10,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-08-10,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-08-10,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-08-17,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-08-17,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-08-17,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-08-24,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-08-24,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-08-24,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-08-31,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-08-31,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-08-31,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-09-07,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-09-07,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-09-07,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-09-14,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-09-14,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-09-14,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK1,P15,2026-09-21,Supplier / control readiness,PM06,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P15-RK2,P15,2026-09-21,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P15-RK3,P15,2026-09-21,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-07-06,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-07-06,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-07-06,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-07-13,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-07-13,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-07-13,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-07-20,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-07-20,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-07-20,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-07-27,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-07-27,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-07-27,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-08-03,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-08-03,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-08-03,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-08-10,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-08-10,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-08-10,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-08-17,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-08-17,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-08-17,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-08-24,Supplier / control readiness,PM07,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-08-24,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-08-24,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-08-31,Supplier / control readiness,PM07,2,2,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-08-31,Review capacity uncertainty,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-08-31,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-09-07,Supplier / control readiness,PM07,2,2,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-09-07,Review capacity uncertainty,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-09-07,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-09-14,Supplier / control readiness,PM07,2,2,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-09-14,Review capacity uncertainty,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK3,P16,2026-09-14,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P16-RK1,P16,2026-09-21,Supplier / control readiness,PM07,2,2,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P16-RK2,P16,2026-09-21,Review capacity uncertainty,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
