milestone_id,project_id,reporting_date,milestone_name,baseline_date,forecast_date,actual_date,criticality
P14-M2,P14,2026-08-03,Build acceptance,2026-08-10,2026-08-10,,Normal
P14-M3,P14,2026-08-03,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-08-03,Release handover,2026-10-05,2026-10-12,,Critical
P14-M1,P14,2026-08-10,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P14-M2,P14,2026-08-10,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P14-M3,P14,2026-08-10,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-08-10,Release handover,2026-10-05,2026-10-12,,Critical
P14-M1,P14,2026-08-17,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P14-M2,P14,2026-08-17,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P14-M3,P14,2026-08-17,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-08-17,Release handover,2026-10-05,2026-10-12,,Critical
P14-M1,P14,2026-08-24,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P14-M2,P14,2026-08-24,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P14-M3,P14,2026-08-24,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-08-24,Release handover,2026-10-05,2026-10-12,,Critical
P14-M1,P14,2026-08-31,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P14-M2,P14,2026-08-31,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P14-M3,P14,2026-08-31,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-08-31,Release handover,2026-10-05,2026-10-12,,Critical
P14-M1,P14,2026-09-07,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P14-M2,P14,2026-09-07,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P14-M3,P14,2026-09-07,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-09-07,Release handover,2026-10-05,2026-10-12,,Critical
P14-M1,P14,2026-09-14,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P14-M2,P14,2026-09-14,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P14-M3,P14,2026-09-14,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-09-14,Release handover,2026-10-05,2026-10-12,,Critical
P14-M1,P14,2026-09-21,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P14-M2,P14,2026-09-21,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P14-M3,P14,2026-09-21,Readiness gate,2026-09-14,2026-09-21,,Normal
P14-M4,P14,2026-09-21,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-07-06,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-07-06,Build acceptance,2026-08-10,2026-08-10,,Normal
P15-M3,P15,2026-07-06,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-07-06,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-07-13,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-07-13,Build acceptance,2026-08-10,2026-08-10,,Normal
P15-M3,P15,2026-07-13,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-07-13,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-07-20,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-07-20,Build acceptance,2026-08-10,2026-08-10,,Normal
P15-M3,P15,2026-07-20,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-07-20,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-07-27,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-07-27,Build acceptance,2026-08-10,2026-08-10,,Normal
P15-M3,P15,2026-07-27,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-07-27,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-08-03,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-08-03,Build acceptance,2026-08-10,2026-08-10,,Normal
P15-M3,P15,2026-08-03,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-08-03,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-08-10,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-08-10,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P15-M3,P15,2026-08-10,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-08-10,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-08-17,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-08-17,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P15-M3,P15,2026-08-17,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-08-17,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-08-24,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-08-24,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P15-M3,P15,2026-08-24,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-08-24,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-08-31,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-08-31,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P15-M3,P15,2026-08-31,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-08-31,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-09-07,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-09-07,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P15-M3,P15,2026-09-07,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-09-07,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-09-14,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-09-14,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P15-M3,P15,2026-09-14,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-09-14,Release handover,2026-10-05,2026-10-12,,Critical
P15-M1,P15,2026-09-21,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P15-M2,P15,2026-09-21,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P15-M3,P15,2026-09-21,Readiness gate,2026-09-14,2026-09-21,,Normal
P15-M4,P15,2026-09-21,Release handover,2026-10-05,2026-10-12,,Critical
P16-M1,P16,2026-07-06,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-07-06,Build acceptance,2026-07-20,2026-07-20,,Normal
P16-M3,P16,2026-07-06,Readiness gate,2026-08-10,2026-08-10,,Normal
P16-M4,P16,2026-07-06,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-07-13,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-07-13,Build acceptance,2026-07-20,2026-07-20,,Normal
P16-M3,P16,2026-07-13,Readiness gate,2026-08-10,2026-08-10,,Normal
P16-M4,P16,2026-07-13,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-07-20,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-07-20,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-07-20,Readiness gate,2026-08-10,2026-08-10,,Normal
P16-M4,P16,2026-07-20,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-07-27,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-07-27,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-07-27,Readiness gate,2026-08-10,2026-08-10,,Normal
P16-M4,P16,2026-07-27,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-08-03,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-08-03,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-08-03,Readiness gate,2026-08-10,2026-08-10,,Normal
P16-M4,P16,2026-08-03,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-08-10,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-08-10,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-08-10,Readiness gate,2026-08-10,2026-08-10,2026-08-10,Normal
P16-M4,P16,2026-08-10,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-08-17,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-08-17,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-08-17,Readiness gate,2026-08-10,2026-08-10,2026-08-10,Normal
P16-M4,P16,2026-08-17,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-08-24,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-08-24,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-08-24,Readiness gate,2026-08-10,2026-08-10,2026-08-10,Normal
P16-M4,P16,2026-08-24,Release handover,2026-08-31,2026-08-31,,Critical
P16-M1,P16,2026-08-31,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-08-31,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-08-31,Readiness gate,2026-08-10,2026-08-10,2026-08-10,Normal
P16-M4,P16,2026-08-31,Release handover,2026-08-31,2026-08-31,2026-08-31,Critical
P16-M1,P16,2026-09-07,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-09-07,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-09-07,Readiness gate,2026-08-10,2026-08-10,2026-08-10,Normal
P16-M4,P16,2026-09-07,Release handover,2026-08-31,2026-08-31,2026-08-31,Critical
P16-M1,P16,2026-09-14,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-09-14,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-09-14,Readiness gate,2026-08-10,2026-08-10,2026-08-10,Normal
P16-M4,P16,2026-09-14,Release handover,2026-08-31,2026-08-31,2026-08-31,Critical
P16-M1,P16,2026-09-21,Design approval,2026-06-29,2026-07-02,2026-07-02,Normal
P16-M2,P16,2026-09-21,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P16-M3,P16,2026-09-21,Readiness gate,2026-08-10,2026-08-10,2026-08-10,Normal
P16-M4,P16,2026-09-21,Release handover,2026-08-31,2026-08-31,2026-08-31,Critical
P17-M1,P17,2026-07-06,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-07-06,Build acceptance,2026-07-20,2026-07-20,,Normal
P17-M3,P17,2026-07-06,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-07-06,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-07-13,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-07-13,Build acceptance,2026-07-20,2026-07-20,,Normal
P17-M3,P17,2026-07-13,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-07-13,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-07-20,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-07-20,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-07-20,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-07-20,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-07-27,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-07-27,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-07-27,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-07-27,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-08-03,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-08-03,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-08-03,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-08-03,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-08-10,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-08-10,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-08-10,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-08-10,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-08-17,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-08-17,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-08-17,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-08-17,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-08-24,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-08-24,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-08-24,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-08-24,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-08-31,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-08-31,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-08-31,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-08-31,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-09-07,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-09-07,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-09-07,Readiness gate,2026-08-10,2026-08-17,,Normal
P17-M4,P17,2026-09-07,Release handover,2026-09-07,2026-09-14,,Critical
P17-M1,P17,2026-09-14,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-09-14,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-09-14,Readiness gate,2026-08-10,2026-08-17,2026-08-17,Normal
P17-M4,P17,2026-09-14,Release handover,2026-09-07,2026-09-14,2026-09-14,Critical
P17-M1,P17,2026-09-21,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P17-M2,P17,2026-09-21,Build acceptance,2026-07-20,2026-07-20,2026-07-20,Normal
P17-M3,P17,2026-09-21,Readiness gate,2026-08-10,2026-08-17,2026-08-17,Normal
P17-M4,P17,2026-09-21,Release handover,2026-09-07,2026-09-14,2026-09-14,Critical
P18-M1,P18,2026-07-06,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-07-06,Build acceptance,2026-08-10,2026-08-10,,Normal
P18-M3,P18,2026-07-06,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-07-06,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-07-13,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-07-13,Build acceptance,2026-08-10,2026-08-10,,Normal
P18-M3,P18,2026-07-13,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-07-13,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-07-20,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-07-20,Build acceptance,2026-08-10,2026-08-10,,Normal
P18-M3,P18,2026-07-20,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-07-20,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-07-27,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-07-27,Build acceptance,2026-08-10,2026-08-10,,Normal
P18-M3,P18,2026-07-27,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-07-27,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-08-03,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-08-03,Build acceptance,2026-08-10,2026-08-10,,Normal
P18-M3,P18,2026-08-03,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-08-03,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-08-10,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-08-10,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P18-M3,P18,2026-08-10,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-08-10,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-08-17,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-08-17,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P18-M3,P18,2026-08-17,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-08-17,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-08-24,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-08-24,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P18-M3,P18,2026-08-24,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-08-24,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-08-31,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-08-31,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P18-M3,P18,2026-08-31,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-08-31,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-09-07,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-09-07,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P18-M3,P18,2026-09-07,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-09-07,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-09-14,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-09-14,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P18-M3,P18,2026-09-14,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-09-14,Release handover,2026-10-05,2026-10-05,,Critical
P18-M1,P18,2026-09-21,Design approval,2026-06-29,2026-06-29,2026-06-29,Normal
P18-M2,P18,2026-09-21,Build acceptance,2026-08-10,2026-08-10,2026-08-10,Normal
P18-M3,P18,2026-09-21,Readiness gate,2026-09-28,2026-09-28,,Normal
P18-M4,P18,2026-09-21,Release handover,2026-10-05,2026-10-05,,Critical
