issue_id,project_id,reporting_date,title,owner_id,severity,status,opened_date,due_date,resolution_date,required_action
P16-I2,P16,2026-09-14,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-09-21,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-09-21,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-07-06,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-07-06,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-07-13,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-07-13,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-07-20,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-07-20,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-07-27,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-07-27,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-08-03,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-08-03,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-08-10,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-08-10,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-08-17,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-08-17,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-08-24,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-08-24,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-08-31,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-08-31,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-09-07,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-09-07,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-09-14,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-09-14,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I1,P17,2026-09-21,Acceptance defect,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P17-I2,P17,2026-09-21,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-07-06,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-07-06,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-07-13,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-07-13,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-07-20,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-07-20,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-07-27,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-07-27,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-08-03,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-08-03,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-08-10,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-08-10,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-08-17,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-08-17,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-08-24,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-08-24,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-08-31,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-08-31,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-09-07,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-09-07,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-09-14,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-09-14,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I1,P18,2026-09-21,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P18-I2,P18,2026-09-21,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
